,entname,shopnum,shopnumlabel
998,dd5e6252f52c04d9486c6732b086930d,2,多
999,e51c992dafc1be73d8859533a35ca649,1,少
1000,ee24e3303aedc2b2d04116d11f321f5e,1,少
1001,bc390198d1b921c2a56945ed6a124ecc,1,少
1002,dbea60ffbab2bef40e336ec3607c5a73,1,少
1003,d8b2d87f9d1435dd8991261117821cfb,3,多
1004,59a40e324348eee04489cab10b3d46b5,2,多
1005,554d8753cf2086f5fa12a5b6489f8a16,1,少
1006,769cab9814097e541f0e00435c265767,2,多
1007,808ddd49b684028036b822bd2cda9b93,1,少
1008,5f1ecec9b8d7709031b7ec244336d5e3,1,少
1009,e74d0136297ca4f8418b7964b3b36ee3,2,多
1010,0505e876f51e80abe93181204f6b5b08,1,少
1011,5dcb53db62ebf72830046c2e846ee4a9,2,多
1012,12ca97f4c83898ac63135c45809d7d78,1,少
1013,448137c99d3b346cdee275c3b042fe84,1,少
1014,738724d47d64db88609358d603b2e858,2,多
1015,ad9040ffe7c1fd517f8998cac9dd3c23,3,多
1016,a8893054c9ce93b255074c903404f5cf,1,少
1017,31826ef53d1e6297e303da9d28b27a99,1,少
1018,bbf97889d21a014e2a7c907de1dff168,1,少
1019,ae8677aca654cca4b8802efcd2c56b8a,1,少
1020,4b5025d8de8d745b2146b0e43083399f,1,少
1021,5311d834b3542b8030ffae4992cad65f,1,少
1022,66828d9a7d1b6e37981a03dee2a6921c,1,少
1023,16c8ca3d069158f83290f1ffdf2aab49,1,少
1024,693c0f16d7048229a864dcb293d935f8,2,多
1025,373978e8aee13f38dfe28218af68714c,1,少
1026,0609a307c8fa1baf7a930241e86cf534,1,少
1027,ed88d91fae304b181ca3d90295d7d6e2,1,少
1028,508a1b09b114cbe366bd5a378b17cba1,1,少
1029,edca948394659180836599f5c21c8d4b,1,少
1030,423581bea613af1617e76e01617ef8f3,1,少
1031,6cc6f5317fc930c8030b80849ebaa557,1,少
1032,7396de2ef0860621106f156da871a9a4,2,多
1033,fb4a8fb13b359fb853b313d3a127b400,1,少
1034,e797cd97695a85884fde304b13993070,1,少
1035,28976718f57aab3080c68b16ae3f395d,2,多
1036,5cd0b3a1592e1cd33d81026ff53fe819,1,少
1037,4c08d5f757c9b6eb594dee9ddadd635f,1,少
1038,e83c5a26d04f8f3f8f5b63c7522a107b,1,少
1039,e106ede73b2c40c0de3309d76f40a1e8,1,少
1040,fa156b5269e447c5a663cdb2d246ab9e,1,少
1041,e3dfdc3cda8b6dfc6224b7c1dfbf86c2,1,少
1042,4d3c04ef50ae9f11162eb411c2a349ff,1,少
1043,dcd26646010f40f3932cc1be411c9319,2,多
1044,d402056f612c1b2670f85c808f800783,1,少
1045,feda48d02d5a203118768c09fa8b454d,3,多
1046,7893d7498f77eb65d740750d21624d71,2,多
1047,a520d28df28916dbfd6b834d327ea075,1,少
1048,c6b7f34672eb97b2bd772a40e071f420,2,多
1049,f8cbad3fcd0abc49e96a998764076139,1,少
1050,92f4bd1cf8ca8403729362195a627044,1,少
1051,99a589775ec4e2fc359b0330ce1f3088,1,少
1052,6c6b08a6a7cffbbc2c61469bc3877297,2,多
1053,750f62e39012893a4e083636ef97ed4e,1,少
1054,ad976bb78645867b6833b32e8611eb91,2,多
1055,7e92b3bb4d25bcf9d914b9d62b9b5dd0,2,多
1056,a2fd0c477068f9f6733ae93cf333e0fe,1,少
1057,b5ff10216e810d33a4478669da8ae3f3,3,多
1058,d82f6081f427a628ffd96c0d9c0ca15f,2,多
1059,a3f5a312bcb6fb759ea14d9934557839,1,少
1060,1c067a828a9543b2af4aacc9629161e5,1,少
1061,e660aacf21110f357f9da64d254ca694,2,多
1062,e662c5de0bd66c4948c67c76c5dc7e10,1,少
1063,544424c93ea2ec0e72c5f4846fbfadab,2,多
1064,9c260d65ac68df35a9bf69ef6e5202f8,1,少
1065,692926b3c2938d06acb3cdd5e2f884e0,1,少
1066,422ad33077c6e9ac2e1143797c609363,2,多
1067,fcf77ad96da525f9a1f8dd637c77baef,1,少
1068,804bacb69128644ddd18116b41b2afd1,1,少
1069,a3807cb12518a4e1ca0448ac3d82cf18,1,少
1070,78e1755c46eefe5735b9518cbe2fb3af,1,少
1071,29b79d9df8b4f2000117b852eeb56ed1,1,少
1072,cc8d1a272bc2b4c728298fd74928e71d,1,少
1073,e7cff4f6e6d0976fb8e79fe6c23ca1d0,2,多
1074,120f738f36c13e26ec97b4fd0077c3f2,1,少
1075,2a868dc4f0813ee018de73162908c59a,1,少
1076,22b6a2b27733bb674e0eee3ddd1a3ca1,1,少
1077,ece41b264d30a96eee208ee28134f45f,1,少
1078,aa7faac844caab93c063cff4ee0113e2,2,多
1079,32225b402246a563dcf7c4ff88051311,1,少
1080,d873a1336b248ab984699a21f23ea6f8,1,少
1081,331747fc7182227d962e05012ccc9a6a,1,少
1082,29f4d63fbb8693af45d7a8e14aa9f2a9,2,多
1083,ee2429327f1b18fdfce0ab29084f270c,2,多
1084,cd4878940acddf43412cb0d8355f7d02,1,少
1085,21b39529662de055bbd9fe60d0cc0ece,1,少
1086,cda356447512586f47c75cdcfe9817a5,1,少
1087,f560a8633a1eb8de7a600406bb3d8fed,2,多
1088,9b85b79285cd43e50568d55b43082b26,1,少
1089,7046ec471b7615325c4d881e8cc5d004,1,少
1090,144d121fdea3df5ddc9f68fda3d9a4af,1,少
1091,8c8d842a0967052283629b049c6478bb,1,少
1092,8fc21def66227ae49c8ed6b76aded5ef,1,少
1093,02ee027d9410dfdc1193a5447b774e0a,1,少
1094,56afe07166a1b8e371d84f8f2cac9e7f,2,多
1095,938b79d4eee13834d38494d3718e3760,1,少
1096,51fa2897676c8c0c8bd964f2e64daf59,3,多
1097,274f803b1649ca749a3e4629c7b0814d,2,多
1098,69d79188d3a29fab037443cee02b2d9d,2,多
1099,8e613521a922a556ab72b70c372bbf18,1,少
1100,e651486e751f55550cfa812bc0256451,3,多
1101,1f9e6e8602a00455fa7c505eb0dae376,1,少
1102,82cd333e161d8846a35a414d8a2ae796,1,少
1103,88e56789249a02d80ae10b1aebe82156,2,多
1104,5b32affa4ef3f104e47c4abc77b53c00,1,少
1105,22abaf3dbec7907eb7611f6a94721323,2,多
1106,2f34e1aed7db3f8491092316cc7c6148,1,少
1107,ff192e702c2a9c11850a63473209811b,1,少
1108,e1b106c2fdc29f683b965d24b5778200,1,少
1109,a01cb24e0570b9acbf00d6c548812bcc,1,少
1110,d5e0c2d7fbe945e4a4e59a5174946cf0,2,多
1111,77356aa4cda40effff938afdf8446f0e,1,少
1112,599c8bd723806ab7c040fceebb6745d7,1,少
1113,85dbcfd5afe4a9bc78465c53013434d9,1,少
1114,9c50da620e8621b901a50cb4251bbcb1,1,少
1115,0d7439cf2da879ac7743ac1884d86736,4,多
1116,01f076fda367d7db277608728ead2e36,2,多
1117,58fe8284768c92163a0ac06cc11dae0d,1,少
1118,7a39b1bf9c08503dd1fdd8071cb12c21,2,多
1119,96830c221a55025e398c982c13ce6105,1,少
1120,fe7de0ed8afb6f3526ae7080812679e0,2,多
1121,df4e998e96952a0ea0a968191ed62686,1,少
1122,9d1a426b91a460f006ea8d5366b08ee4,2,多
1123,80d0c0aa523889a9d0f035fbc9e0ce50,4,多
1124,ddae2bc141b5563cc80a871938a2d3fc,1,少
1125,5b7809558da9beae5e3c0d52b4e8c57d,1,少
1126,320da3efa217568310312c7610545b8c,1,少
1127,87ef4c976aa6f910b56bb385d9f9481a,1,少
1128,9a97989c9a8ecbc6843faef8089eb35d,2,多
1129,a92e5908fd0930143f0d7660e182d58a,1,少
1130,85110d11731734bd9bb476d6be914b14,1,少
1131,4df049ea685e995abf0ddde8ee5c8560,1,少
1132,4b0a6f89bcdc7bc2943294b8294423b2,1,少
1133,739f2a63a2dee0796a850c80e904e171,1,少
1134,307d917212c21800bb927177a39638ba,1,少
1135,f6874a477becd363c7b0b51e8bd3a70b,1,少
1136,bbd22e3e59d3ab7854e1e3c179de52ab,1,少
1137,a3a0a0897dd9238664bd9632974f1210,1,少
1138,9b4cfd8204d12d1ab2b75f7ebbac87d8,1,少
1139,3647d051332cb1b09107d93357e5ee1b,1,少
1140,33a2c0f77b7691e2bd8553bbd8c3c05a,1,少
1141,6dada676c975d5cdb4936a9788340370,1,少
1142,42f0f197c9baaaa0fca8848d5359dcba,1,少
1143,4f15e3b9408d0a59fda868126fac4295,1,少
1144,26307ba4788b375cce5f17fe322e1924,1,少
1145,3e187776f66e8172ffc79d985f792ddc,2,多
1146,326e90c415305a2176308d23fdc37ff1,1,少
1147,1e2feb2fd52833d77c2080b80866cc1c,2,多
1148,0dc61afd61f141308407d9960fdf43a9,1,少
1149,1be3975ff40901f5181deeb3229d281d,1,少
1150,c107250f4242b6d859ce3441d0798d1f,1,少
1151,fe200ad2dfc6a9376fd3d1d52818c77a,1,少
1152,6a0c2fca2390b5b4da47968dbd3fd6b0,2,多
1153,19aba928bed96af2640616fcac19b208,1,少
1154,f94b3777de5457ede82b73573166329a,2,多
1155,f765339918c51ba452215893d685f61b,1,少
1156,eb322b9c6cb3dab3a5e1eb37e208a535,1,少
1157,267c6072de112747562f54a0a4df6363,1,少
1158,d780f5243b814ef615b72c041a98d995,1,少
1159,2615c6b141de2152c14c34c9c051123e,1,少
1160,94f2a624c8047385bd1a7d18460bd229,1,少
1161,928979aefdf582355a2df9196e1d477f,1,少
1162,95416a8613a10cc48df4ad6762b02d44,1,少
1163,970b8ed59862825ed4ee72f7e407d6ee,1,少
1164,a0e19259573c61dcb2d912697ad65061,1,少
1165,4267d66c6548a0fb870ddc762e99fd57,1,少
1166,782dfe35a7b5f2547a7b0fd9a81a8b6a,1,少
1167,ba3f2f20ea975f09a885648835c1bfc5,1,少
1168,dc0a62990fbe1473446f180abcf02ab5,1,少
1169,3836d5bbe9956cc06853080bf81d04dd,1,少
1170,ee17672a0ede0c2b63263a4d823afcc7,1,少
1171,e4428e38f1a15a1b10a1e5fcdbe09cd3,1,少
1172,83dafd6ef867986aa13bba8d756b9cfc,1,少
1173,f5e4eb0305ffdc364b6a9ed9d13e366f,1,少
1174,2a6d0acf9e0dba1dd4cc3bb4125a6e1c,1,少
1175,486d53a1e9d62c984dc01d80435d0f7e,1,少
1176,7834c3109a59f327ec8acac678baf466,3,多
1177,86db13a735060fde021d7c944934cd14,1,少
1178,04515d26e4a25c2ff0342ab4d15bdfea,1,少
1179,e0c9c705253ab2ef26d3253b27205355,1,少
1180,ec7817c288003664afcfd3dc44477ecb,1,少
1181,2918bcc72e6b813e4fbc2b4a04f500b7,1,少
1182,b7e62efec6f3f158fe1abb9fd3ac39ed,1,少
1183,d7d442471b7ed09d1fe2216c685e1298,1,少
1184,86577e10b7e1d00e87b03a3994e2b1fb,1,少
1185,4afaecac879da7cfe7e6acfa94a48ea1,2,多
1186,5168847805c5c88109083683be4352fd,1,少
1187,d81d905a67286c1de2304cfcdf9e1860,1,少
1188,819be6b0de7f63fbe0c54c0be9e65f79,1,少
1189,8ebea4af27917fbc300f56ec6f0e053c,2,多
1190,a033e653054488f6c606df0734e9771f,1,少
1191,27e216ebfa1af754f600bc3e75139a39,1,少
1192,86b91c72f1e8540285f23d28565c70d2,1,少
1193,b88916a29c0e67252c893ac16d5e4a50,2,多
1194,adc97b0b17449f47f2e8153dd87906f1,1,少
1195,071e74fb7497aeea3f1a00f799e3b0b3,1,少
1196,d935e8c3d77b77aa45c0b699337e0837,1,少
1197,93d43aa1a2c34de91bec9af48342067e,2,多
1198,9e4fac309abf221472eab5f717ba9f12,1,少
1199,958f665a804e6f23370f7d92f612796a,1,少
1200,b5835645d2986a84de4258344f6f10ed,1,少
1201,54998d63aa0152270397425b5fbaed09,1,少
1202,9e70062d3e57666e5a40e8002a464af9,1,少
1203,78e1edff5588229c1efad95fd3900213,1,少
1204,ba83c25d9b7446bd0e4c5c7e6dc2d8a7,1,少
1205,d787ace75e749c60d4a8abcc892d8dcb,1,少
1206,5161d809cfa840103f61e389953c38f2,2,多
1207,53d1980e1f44a7b4754e636dbe833c22,1,少
1208,49c12c231bfef5a1f82bf316ce5a2bff,1,少
1209,0103005ace732965282c0d7caf116ea8,1,少
1210,fb3a615a4422b7a2c908078d6dfa3c0a,1,少
1211,bebd37b56370be0f79ca8b67fa6c924a,1,少
1212,4c9c8c04f19fabcea87a7e4cd89e3b48,2,多
1213,9355740109dae376cca1536b6c30a6b7,1,少
1214,340b9e2d0042a90ffc988c85a1f5c138,1,少
1215,d68d3b22034d8b0a0d16b37eafc0885d,1,少
1216,ea06034e9d68cd8b11ee1ad62e4a7e70,1,少
1217,94d41ee89b3a87f436d6f82a0565f1d8,1,少
1218,4b0464c0f6c90d19f820ef46b01fa57d,1,少
1219,bd7a9e64e189e9c12ef77651cf45dafe,1,少
1220,1828180821ebc94b567cf3a15eeecbcb,1,少
1221,546001ae00b59f3d9eced44eec1fb4ba,2,多
1222,93e3496e2d7b4835d75d5fc8f2d51fe2,1,少
1223,6ec964d7d2bdd932fc0dde7b5b6c12da,1,少
1224,4a89d8b5cbf06d347f4bc66e47e9d08b,1,少
1225,2ba1ec04510e3f4b25d66f70a4914e38,1,少
1226,2c1c9766ec146e82bdd716ad44180315,1,少
1227,834a2d35fa9bc98af6e4af7c98ab692c,1,少
1228,4087e99280da960e6626dd6cd831982d,1,少
1229,4cddc785d507272381705e12aed3b5b3,1,少
1230,19030293ce62e4a5fac959ecb1d859c8,1,少
1231,6e2583780c60095617c0e8323d3cf476,1,少
1232,2b137577e0a54446dc19dbd08acfa239,1,少
1233,733c23bcb8349d918834b825348bed7d,2,多
1234,c795163e68978fa634666b8a0f522bf8,1,少
1235,ddee14dae9bb7202da81e2934672f0fe,3,多
1236,3dde7df6db06b6feb2a1f028fd6b77cb,2,多
1237,a3031050768f42e5126a515013d165cd,1,少
1238,c2b9c273f3e1a4dbdb355af6f6b92cb5,1,少
1239,9ce835bc98348190e32f7ea3633aea52,1,少
1240,cef309dd9dc1cf09bd703cfbb5fc973d,1,少
1241,d2db21ea3c551c1ed32b4b0d085fa875,1,少
1242,191f3fed4e134bdcab738fd84479e91d,1,少
1243,cbb892e983c147cbedd2226743edb0ae,1,少
1244,c2c9e1390b97074d5e49dce060f7cd45,1,少
1245,8838e66300194bd909fe68dde8a52821,2,多
1246,2e11f293451b8b4d72ff772dab9abd3c,1,少
1247,80fe7743b55894c3562bfa2a6658c6cb,1,少
1248,52aa4596d24356dbeea96368cdc7a4d1,1,少
1249,40229c61652b2e189c6c8496b10af85f,1,少
1250,0225358005a67e1ce634ed8ab6e9d11e,2,多
1251,3bed1802277c3e3f4867bdbace7ed318,1,少
1252,42d83813664703a172a240ffd7e7a9ec,1,少
1253,9cfa5630b5ddcf44c552623a4557b612,1,少
1254,c77e203794a26c497024639f60d2da6c,1,少
1255,9b5989555eb2beda9265c04dfb11b7f5,1,少
1256,7a91b36acf1be124e83e69e54d31bcb9,1,少
1257,28091c28c7e561abb13245bc6ebd89db,1,少
1258,729800fcca047afdbbf34c8077e3f062,1,少
1259,832c6e59a35c453c47807edd85d030d9,1,少
1260,4e91bc24a24c563852e7b1528c73e5e2,1,少
1261,651db6613fe81f9edc856c754c25dd36,1,少
1262,a6c93cc5fe278ffb013320f216262353,1,少
1263,da3a56af553da25f6e6d1267a475df50,1,少
1264,28aa3b805b7558e7cf5fedc043551ed2,2,多
1265,1cfbd50df93eb0113b95da28ddd3a346,1,少
1266,833806ce3cae5d75d5ba1a2a7c33ba07,1,少
1267,f9ff5e1413cc1201420891fbcaa8f6cd,1,少
1268,0913e673676b1e03abc03f8cd9d365dd,1,少
1269,08e2e991c92d96d9ccdf60f0c1254282,1,少
1270,dd02803df80f6d97b2fcaedcc585279e,2,多
1271,2d4e26e5894e26b8ad4da581d9e7e7e4,2,多
1272,550148b903d4fb8c688df7e304dce84b,1,少
1273,48e4f8fd58d76613dc7c05a2d25f21ef,1,少
1274,3ae4efd9f6637729442dde4b03a4f5e9,1,少
1275,54f6310d9549b9d750eb077993ee2a07,1,少
1276,771fb14197afe931a5f31afc597ef68b,1,少
1277,d1cba77655956a767252edcdda443a7c,1,少
1278,805f4047be5606bba8924b8293131032,1,少
1279,8dc666a2d2ee5f889e0ad28d5ef71372,1,少
1280,9a53a6665311ccfbb9b346a4445c87a3,1,少
1281,9a43113230f0a7caa6a70a3a6cb408d4,1,少
1282,8c9c6e8c7f8ae5842f1d2eb70fd6ff5e,1,少
1283,dc642a049a3f1e2a60d25a1b47b505f9,1,少
1284,6b8893f891095555be6a106dad75389b,1,少
1285,b783cfeef51b20786244266aad5446a6,1,少
1286,373a1147fa9ca6f093918e9def496f33,1,少
1287,88b1dac3d2bb6bb78042ed29fe3169e2,1,少
1288,8d18ca72a3c55dff463f3abe326923fd,1,少
1289,06a2ee25cee363f1669efabe3013646a,1,少
1290,408240be80f04a4bf84aa2eb5abc4cdd,1,少
1291,be303719531529058c409ef03c39ddea,1,少
1292,0ab9b677f1d46920e6e25fe94266e949,1,少
1293,24445d636f94d66188de05021fbe7e2f,1,少
1294,7f2dc9a514467dfcc5dafcca551c747d,1,少
1295,6415c8552cdf7f89eb556bf52b4ac033,1,少
1296,bf65fdcd1a071454bf0fd85686c23837,1,少
1297,d018bf0ac42226982bd7ccb767ff486f,1,少
1298,7108555ccdd665260f43a1e7f6be3dae,1,少
1299,e3d290fccdfbc79316d3f3c3178f3d76,1,少
1300,de09a7f43dfcbd0de9c7df119b3b7314,1,少
1301,ff8cc22aedb9e2c7bebb9fe8067bb460,1,少
1302,5243ed9b95fae06280d15c410d96eead,1,少
1303,dd123a64bb4d91cf56f12c1e5e932469,1,少
1304,6c922df1295bd68eff339f272d6026ec,1,少
1305,6f4c929f4ea0fc0024b80afba9055691,1,少
1306,5b5364412736bf10f8bd809f4eab0cd1,2,多
1307,a2aeb13db48f729c43e0c5208999dfb3,1,少
1308,6251bc46c68e59b68fe9de417b467cb2,1,少
1309,b19e2596b0f27331f3c5965e60ef4ce8,1,少
1310,749128325fddea76bc6d9e2596e5b8d8,1,少
1311,6ceb54f7c394bd5608ef2313952509a3,1,少
1312,03383bec3a8b6fd2e8e5a0da5f0ebb0e,4,多
1313,132635c8a258c86a753fd4653c681400,1,少
1314,ebec93cdeb3cc05e3c8e73e191bee6b8,1,少
1315,dc08bc2bce21e1698e1fb897690cd446,1,少
1316,b98e8213ddf25eef89b853ebb4e1ab37,1,少
1317,ac9e642bb4561442b29dfd96c97a41b8,1,少
1318,63e82a94980f4b2522517c15fe653b3a,1,少
1319,0e950ea73f02a2ea339ab4d20548ac83,1,少
1320,b4a99a97ea3f9aee473c5edf75d7aeb8,2,多
1321,9b78546efe07da7b051241f46be77427,1,少
1322,b595ebf63a5ef9250b3215e2444e764c,1,少
1323,f44f24730907250a123968b6ed8221f3,1,少
1324,fc2697d235f6246d765156f9ab96cfd3,1,少
1325,5646fcaa57491650918c71ff53c7c8a2,1,少
1326,6326dfd93a10e72c721e0f61e603a1c6,1,少
1327,ad9db1ed7881ddf3cb0164727d9e7591,1,少
1328,d7e554bad835347b13972486c2206c7e,1,少
1329,3f8296c5ed5aa349524898dc2b9ea085,1,少
1330,1dc1c4c8714f3da76f66d22ffbdcc79d,1,少
1331,cab732ca7ac5e45a37f7dded6f24345f,1,少
1332,a91a29050ba7dfe1ad5ee746dac2b788,1,少
1333,0bb157db2820fa1aa7abeef85ed2a5ca,1,少
1334,93196d1181cb56ccbe6108f7b5a539d9,1,少
1335,57e05c42f5ad9a3fc258227fd2edb995,1,少
1336,9eeb33180c7101eb31dc0cfb3435ded9,1,少
1337,a59e5e76d3a9331f028ba54b9d917a38,1,少
1338,092d2ff9da7804b8b58451f9fe0bbb02,2,多
1339,c93a9b492ddc78fa0832fd62706dfd89,1,少
1340,21236dc70dfec55734c6f41b8f69c486,1,少
1341,5016dd793e4e58e4c6c44114e9294b18,1,少
1342,18ceaff02b689a3302ef83db57e24c35,1,少
1343,a708425d46476b8339d2ae368b1865b7,1,少
1344,4713964f1240d16bab10e16951f283f5,1,少
1345,84972e16531f683e87c3d3b9084adb2a,2,多
1346,a68afb82a89d38645b6783f2d2c657c7,1,少
1347,3aadf435306f528ecf206d595e5efca4,1,少
1348,bc124b275f1de555c27f3859126c1f59,1,少
1349,5c6319b4d5a4474ded9736651305f057,1,少
1350,c83cc95e728a312667a138917b500f77,1,少
1351,f5ee0e07b13c38f6394e074001cbd052,1,少
1352,c0b30ca4e8af3279781164ad9daa71fa,1,少
1353,f62532f6a7673fc98fe814f42596671e,1,少
1354,889c4a66627638021582d2a03dfaa2df,1,少
1355,bfb21bbcb6d03c5ea3d5c0583a90fd5d,1,少
1356,be94d1f99bc488c068be86913f161308,1,少
1357,59cac661552c09732191973accf881e7,1,少
1358,466a7f2848c81a25f29c3dd5f39a2335,1,少
1359,5510a292bb8dbac1ab0d94b4929cc8db,1,少
1360,300e8966101d66f386e21e5cde440b55,1,少
1361,738e7fc41263e575bda2d4978782e75c,1,少
1362,d70012d93ac91dba49f9c53dd0f9ea42,1,少
1363,116aa19bd94b0ab67cfbb6b24485dd19,1,少
1364,c00c3b8d10271699432df1a71d8baf64,1,少
1365,2c4554fcd28fb9cef2c043e6133c8bc0,1,少
1366,3a7dd30d4fa46ff700f16b62a9ba877c,1,少
1367,06b94368a8018fb8a4b3f0a67358f9be,1,少
1368,cf673b52d3d92e995009016350d7fdc2,1,少
1369,4ea6239180bc98c9978c10b3a280baab,1,少
1370,99037254510aace336c03630e7a5ba7a,1,少
1371,38a147989bc838a1aa423eab236f07d1,1,少
1372,ff3a924e03dbdab48eb8f2bd6b2dee52,1,少
1373,d444edeae935a4609cd113f0923c1cb8,1,少
1374,52f74c27304c52da73ffdf846c450ce9,1,少
1375,b76b7e36f64a64825bbb57c25c4e5ed1,2,多
1376,85962b8a7fa39cf9c3ecf8a0575eb0a7,3,多
1377,79284c2f8564539a2502dee825104a19,2,多
1378,1b3c4c17bfcf596e7a1bc9f696fe0fa6,1,少
1379,a5653e6a1493007656e55e950ee7763b,2,多
1380,a932081bf07915014933b1b4e33bb169,1,少
1381,ed4150775a6313a96cc1a8cbe265b9d8,1,少
1382,516130c4a2663db13928d84219ab4772,2,多
1383,40b6986bd2d61e465121333c9a73183b,1,少
1384,36ab75f9143bef97e3ab1a6dda49b1f5,1,少
1385,c49155775e8ed5a976de5c5bb6c1c7cd,1,少
1386,cb756be87dad422aacecd0bbe732eea8,1,少
1387,951d270cbef659f33bc8db49df495cb1,3,多
1388,a625bc0c386bbecc9b784cd6d2f9bc56,2,多
1389,35c9853dbb611c741405a4d91d741ed0,2,多
1390,1961ffad26ba7551296b781ad8000dfa,1,少
1391,b707566560ff6f7713aea8ee5d784330,1,少
1392,702024c49601b60117b89e4a22cfac7c,1,少
1393,b226d7ff48605690ec109dbe8043633a,3,多
1394,fc042c1193361108075e60344646b634,3,多
1395,b072caac2f16ae9e1361b9dc7cee18b5,1,少
1396,59cda344b7fcae0b1057b78ae7657e91,1,少
1397,f10ba2e651b8ce628db9fe2569376699,1,少
1398,c5d4639f83e7267fc448595ee42c1fa6,1,少
1399,28c94a92d8b0a7ec4a6287dec9870c76,1,少
1400,bfe18b5ec8ce05fe3928562db45c6d4a,2,多
1401,2edc41bca22ad21d61c8e55a9a656bda,2,多
1402,2ca94eabdf2c5d7fca13d7eec3458db3,1,少
1403,28eb7ab5899427cffd1fff97c4e07d01,1,少
1404,4b3639ea28398bf617bd52a95d899a77,2,多
1405,5eac50690e6ec25b77766a462e554b3d,2,多
1406,1fe2f9979b67253e257812532bd41105,1,少
1407,dcf0f7b5dd50849ba93363399a4e897d,7,多
1408,0ee1ec6239c4756bcdfce40dd9fc71dc,1,少
1409,237fbd39e63e88b8b30f5d5e8b140e6e,3,多
1410,12b3f7e138450de7dd26b37d8b12a01e,1,少
1411,9b9a282d63a8dc40454e462dd075b0c1,1,少
1412,c66226e173c68d15b22d1ccc576644f7,2,多
1413,f6870bd29348a1ee1182fd6ff92f0b9e,2,多
1414,60f29d16ce27414935066d74ea5abba3,2,多
1415,f2d391e4e5137ebf938abcc82edd4c65,1,少
1416,3b5a364f59845bd1cc1dfd2d08cc3b14,1,少
1417,5cb87f3783212d45686adebcf4d428fe,4,多
1418,e131ff2379658b25fba487c852ba5b41,1,少
1419,ccc2c481bf9d02e34ad1834434872b0b,1,少
1420,4cb4548b086ecaaedafad31240fb1d71,1,少
1421,4d96bceca590f4a76be7a4af73d126f3,1,少
1422,de71e603a77c3e594e54d21d52323c13,2,多
1423,fc3e3aa5ccbe4f435c9adaaa45a5c1ae,1,少
1424,cf8e89cac06c9ea34e6bce57ffa675d2,3,多
1425,08671ece0ae0cb6752be2b3b82a900d9,2,多
1426,1114e2f3d6c5235b8098541601ca5b9b,1,少
1427,6a4ba82356c3e08593f0a682a59c4f2e,1,少
1428,ca873b8f0dfdbebdcd82152e80e65a87,2,多
1429,13f61e17d29d2d89fcbb245ca9960237,3,多
1430,93a6f1440ce1e06206f50df3b71de497,3,多
1431,374135faff47c08c718efb3d14f8e5c8,1,少
1432,d3f1db5bb55d134e251aa177d973e35d,1,少
1433,e4378135f5b8b1c54a5f125a20c2b5f7,3,多
1434,02a1c76e915953cba5f459a86a595388,2,多
1435,4337fdef7364acfa96c54e0fc7785184,1,少
1436,c18c2b48ca464aa718a8a442160e649c,2,多
1437,4be7dc8d49df15ed6429c1bf8c8a5fd0,1,少
1438,477756623cc8aac0397412cc078a0e3d,1,少
1439,0563bdd83d942fc62220558a17e2ef57,2,多
1440,09307264fb0a89a117fb15e6f5d2d7ba,1,少
1441,eaec59c10f6a0937677b5c7735bd5f6f,1,少
1442,12d83a93c9c85b9cfb8d31d7c14a77d0,3,多
1443,7a2c31002f828b306ba9ebf9dc5db5f1,1,少
1444,98486b999208c9b6941b72504cf6c178,1,少
1445,7e61004aa97f0de85dedd39bbb0d2adc,2,多
1446,0934e75d943f6e96bb06bacbb1799119,1,少
1447,2c3855298f0a577da8032e8512a463f9,9,多
1448,467619b526c1bae39ed6de6b13ed8584,3,多
1449,2949284dedb70abb31b7162ebc1c2a61,2,多
1450,c05ea5e58b9afe9ac6a0541e34b4e657,1,少
1451,1973ad0be7315b568d63f9eb4675a604,1,少
1452,256af4485934bb38649dfd5df75da813,1,少
1453,b2303b0dc7eb61381d51f1267336c2ce,2,多
1454,9549cb50d8a979b8f5eba624e3a107ad,2,多
1455,9cfa75105a42a4abfca61972ff665841,2,多
1456,7ce59b0982130778894c26e89b1b977c,1,少
1457,c637407f14f052fb62260b3813db96fc,3,多
1458,828125ddacf37614f52b18b0056b94cc,1,少
1459,f0f6f7c1d227f7cb1384297dc8aa1e49,2,多
1460,e6ee608dc2811d55f98edf37ae7f5e62,1,少
1461,a0ab5918ed52612ae17f9673a5e8d5c8,2,多
1462,ba53936c6cfcf8cfea388f253c68629c,1,少
1463,01148e311e6e5a3c64fe093f4cf7c2c3,1,少
1464,f418cacdf868bf68cbccca4d3ac2d954,2,多
1465,235c8fbd9af0b3a4fab51d7d935b52bf,1,少
1466,7e023e4c3d5fc12a715404f2a4c44ff5,4,多
1467,0849ab00c71031cf62c9e12807cf0615,3,多
1468,b0f72060df7c94e71cb9682b71ce071a,1,少
1469,fe832b229f6e8616376cb33256ab8c14,1,少
1470,d18be4304e4b0e6d0eddb71ece20edbe,1,少
1471,846630378a410d48f779b35cea57ee28,1,少
1472,bf6d47330c0e1d616d9e01ee79543780,1,少
1473,fd57c37049d38dce17442e4f9fe36c02,1,少
1474,51b3afe1afa92a17c02727ae32042bea,1,少
1475,e8912bc01a38f7d7169853cc2636d089,1,少
1476,9d0a6c08cf6961c761fd597dabc40749,1,少
1477,dc58c82fe22c588488e2c410b0638d91,1,少
1478,c3954b966a1421e64ec67c19db8a5656,2,多
