,entname,bidnum,bidnumlabel
866,709b6f1acffca7043df38e316dbece47,5,中标次数中等
867,3c1420365479053384ddaf067bdcd9e5,1,中标次数少
868,d28a63b2b522d4275992aeb69c47ba33,3,中标次数少
869,b4f6d002d19ec555fb40befa9daf2144,1,中标次数少
870,464d5ef81a4a9830626edb44f2444c79,1,中标次数少
871,ad5683338a6248800d935d1686658732,9,中标次数中等
872,f7934f619c22131edbf3c959ddd50edb,1,中标次数少
873,f19e1e2be3fee09fa2b9efe17e4ba0ce,1,中标次数少
874,a0dccd52e73660bbc2dbbe4b0448732e,1,中标次数少
875,d220a7c290e9e7e11aa6321fb6fea181,1,中标次数少
876,bc3ec6be3063256d5dbdaae3988751a4,1,中标次数少
877,1119c2c929a2d2d83593f040b5b49430,2,中标次数少
878,58ef005a16e3d0a547058b1563023d73,1,中标次数少
879,04d3cfb4193a7048e5ca159a7ecb7b92,12,中标次数中等
880,7f6483ae5445f1dbd7d85f0c666cf712,6,中标次数中等
881,28509315c007554813137e63d98b727d,3,中标次数少
882,e098b8133cd9e17750031134f1609eef,10,中标次数中等
883,1e48a96486b9cee47aadeddbf2088f46,7,中标次数中等
884,f72b97b73db3dd76ac279e189ab1db2e,7,中标次数中等
885,535277c49ca76890a1190751f7b8ce9c,1,中标次数少
886,dfed970583da20946c1672ca0f34eaf7,86,中标次数非常多
887,7d187eb35f2160e17b573926bc4e68c8,1,中标次数少
888,b6c5b4e4f342ff409a275140288ea1d9,2,中标次数少
889,f5b47500f130cb195b115d8dac474c28,1,中标次数少
890,13c8e2ec8ea0653a137c9bdc75b5c39c,4,中标次数少
891,cf1ce3bdaa10cf55e712fdebd0e327c9,1,中标次数少
892,3c810bba16f1eb46f0ba5a16e3456eee,2,中标次数少
893,5cf29d2daecccad93b9754c9ac67a4b6,2,中标次数少
894,9ba997755bc12b91e8dd67780db386bf,5,中标次数中等
895,8920f1d85397500f9a4c3914f70cba3f,3,中标次数少
896,50d9f8d12f27335e5543a017f4f037e1,1,中标次数少
897,1995d4ae6f5c274ebeb852fed545410f,3,中标次数少
898,5e0c966151eedb2aaa90c15afff07fd5,1,中标次数少
899,18777dc1d8cd4dfc82a0b9ec494e07fd,2,中标次数少
900,acf2e3789ca9007d8e79d24ab7adca8c,5,中标次数中等
901,9a509c185601521fbc085bcc64e4ee1f,1,中标次数少
902,d1ef2792a6f88a19ddf46e8b97dec751,1,中标次数少
903,33bce80bd3b2d9ec602c20a2f590e581,1,中标次数少
904,f457941cea3f7d8867dd686c548e7aaf,1,中标次数少
905,927d8bb61a95982155b0d2e9d1bf22c0,1,中标次数少
906,7cf660a4a27d3189e33fd7a3f93475c4,3,中标次数少
907,c0624824efa4dd469a583161dfb6bb32,29,中标次数多
908,6bcfb22c6ef16770863e67d3c33951fb,29,中标次数多
909,e7ed8ad2b1c5fb6c464dc8c9e813592c,42,中标次数多
910,585f39ba6c3249a1a7d4b472d19cf6e2,19,中标次数多
911,2a6e62663e43f809d594c4f98afb7dbc,1,中标次数少
912,65c3be8024f083ee0467b2316c4c3766,3,中标次数少
913,c6a3bc6e2f99d6d6d87086c012053396,1,中标次数少
914,d3c016197a7af6fcabcc3185aafa1e19,4,中标次数少
915,5d6ae499701444fdbfcb8a62f2a46c60,1,中标次数少
916,5588c067eaa26d9ef4a6086297f4cbb9,2,中标次数少
917,a64959ebd5fd94cb95a346c5363aaa42,4,中标次数少
918,474c15b8367b92aa99fa4eebf63a14d3,1,中标次数少
919,43ed466a5a0462b7b6c7a76f3512ffd3,2,中标次数少
920,4d3b32a1f76558c705ad1f9f9b9667b2,1,中标次数少
921,9b462302c501f320ac910953d52004fb,2,中标次数少
922,4c4a7a0010f9bd94d0571c282b3d7de4,4,中标次数少
923,95357b7c52d4b332c1e1de0526ae6e47,2,中标次数少
924,2b1320a2ade816236b5e99c3dee5f86c,4,中标次数少
925,512456dfa25e42513dcbbbf8172716bd,2,中标次数少
926,904104cc36055bf35270c35ae0f9c2c5,2,中标次数少
927,d690534da5c1e3ec27a606137888739b,1,中标次数少
928,90b2f378d5abedc39c9d683abc615c44,1,中标次数少
929,409284bdf808ac0c5448fb743d24d6eb,1,中标次数少
930,b4ef787a448ad9775267c9a44bdc57db,1,中标次数少
931,f4f7af99fa218504734c5d2824028fa1,2,中标次数少
932,8c592f40f390fa558650cedc51dd09f2,2,中标次数少
933,dce082084e7b510cb9fa0e15e354c00c,7,中标次数中等
934,718215c4cf9be8d4dd9f381ddaac1beb,4,中标次数少
935,0ca6272d2e585bce30c27652b55a300a,2,中标次数少
936,cce7b0583761ca68dc02b6520feadd0b,3,中标次数少
937,a639f28f1939e5872c1e845992c3a046,1,中标次数少
938,fb82b558e218e9f90130a1e3fc107b6f,1,中标次数少
939,9aef86c1a184a04da00ecb8287b7aa40,1,中标次数少
940,0c02e2d1239498e181bd8d8b31f969e9,5,中标次数中等
941,923aa9f838047945a20b285347f4a509,1,中标次数少
942,009644071bdda664eac9e9f7e693e7ed,4,中标次数少
943,585abe92a64f041e2d74cfa2a0fed760,1,中标次数少
944,0d63475fc31b06ec8aea923804a70ed2,5,中标次数中等
945,6a7d3e71ff57603665f2085ac74a854e,2,中标次数少
946,2020a42dac5052015dbd9e5e862e5874,1,中标次数少
947,6aae965186d18d8db57c6bc4caeac832,22,中标次数多
948,77e73023b593b5273767640d9b8283af,1,中标次数少
949,781c890fa0021118f134360f82257eb5,1,中标次数少
950,c9f35dbe3069a2d52622172f56ced7fe,5,中标次数中等
951,af65c90bad36a3dc23fa258c05504ae8,7,中标次数中等
952,1e18c4ca330931beda60658ed1c49914,4,中标次数少
953,3cfb7792b58756b3ea74f1282f407f46,1,中标次数少
954,d56928a32c2c80325d2f4411a7097216,1,中标次数少
955,55f55b9c39db4ad64317348d8979ec81,9,中标次数中等
956,a8822f5bced871d02b7f090606d93c51,1,中标次数少
957,187d6209a8d71639ae283b85a6d56a99,1,中标次数少
958,a45de0c6754e58be66b6c3d75e00e331,1,中标次数少
959,f0441e7349b4375c93d7faeccca0fd8f,1,中标次数少
960,59c4a34e6ce9d0168ae5c3f52eaf38ba,1,中标次数少
961,4fbb53f997459708a396bd6e7a3601f5,3,中标次数少
962,b83c868228eda9286f5035b24f66d735,1,中标次数少
963,2bb3a6cb68484d2135270e7ba3b8c199,2,中标次数少
964,ed7fdecc84d692556e77614e44d35c88,1,中标次数少
965,e352f22a5f3dbb541cd882aaf5728aef,1,中标次数少
966,d7bca20f46d3ea7a26210467212d1393,1,中标次数少
967,9053d5d65a5f30e78fe7889959dacb12,3,中标次数少
968,078cfd63951bdc9c40c562de1b8abcb4,1,中标次数少
969,029f9924f4f1126dff9d5380b367fb9c,8,中标次数中等
970,06998d4e2debf6ac71fcacd503188404,7,中标次数中等
971,0e06391e2bfe94341568d5937663a1aa,1,中标次数少
972,89ce3fbf4b60eb608f0a5fc7e6d9e396,1,中标次数少
973,724ba0b9392530c8fcc3beade8f0c4e0,2,中标次数少
974,70273fac52b4cf69a551915067eec62d,3,中标次数少
975,cae6f9f5f2c2820f10f3efd83333c63a,2,中标次数少
976,9986d80700d71c0f82691e408411799c,2,中标次数少
977,830c3415348582ba559bab0ac7284147,1,中标次数少
978,3af646d24ffab9e38a59e0fae006363c,6,中标次数中等
979,075e29ae21127cc2558aee42b04ffc0f,2,中标次数少
980,26f4b5deab23242426d3cf6090f23946,19,中标次数多
981,96d72a254cc752396eb028859e491319,2,中标次数少
982,da6d7a96aa6020d0e2635656ca326acf,5,中标次数中等
983,9fba5636b5a5e67fb28fbc9174d10569,2,中标次数少
984,6bcd7e0d3a85f8d6803c4aa37c5ed3a4,1,中标次数少
985,edb4c5f20c299befb388e3268a5ef9d6,1,中标次数少
986,fcfbfae53ae088c4902257fd4ada9b00,1,中标次数少
987,a3dc9ae16d1961eba71db128d3dba2a6,1,中标次数少
988,498e6ffc900469730eb388ac4989b5c5,1,中标次数少
989,97ee8bcf5dd7c6db8508d29285a9f1eb,8,中标次数中等
990,723905d9d691e03a67374e7a58e66cbc,6,中标次数中等
991,4dcac538ffa6eac62d8c4f3415e0ba32,7,中标次数中等
992,cb5f95e94ee1d626840810c8d54fc26f,1,中标次数少
993,145cf2b91aab43aa5ebb457308ece4e9,2,中标次数少
994,025a69d243abc23e170be26714e7068b,6,中标次数中等
995,adb24932a4035804a3df4496c578eb23,1,中标次数少
996,7cb01b9f4c7962f0316f3620cbbb515c,24,中标次数多
997,1ef0dce2df1a7bf6ee5f3e3cfadbe7de,1,中标次数少
998,1793b744ab96ae1874abe6243d58c9d9,4,中标次数少
999,43d10d6d9939b456ec84af04cd000288,5,中标次数中等
1000,e3a9d88c1451040e3f60f1d400eefe63,1,中标次数少
1001,30bebb4b03b84d21b3cf5c3e66c5b6ad,2,中标次数少
1002,a1b189d2aaf1517328f19f4b189b337c,1,中标次数少
1003,6720fdc43d326cb30686aedb9144c80d,1,中标次数少
1004,699858401c2b3d9d309579d2c2bf40aa,1,中标次数少
1005,360739c2b52bd96a1e80ebab54de3762,1,中标次数少
1006,fe8cac506c1155ec60f73be4dcada70c,2,中标次数少
1007,a1bd22ce8d12cad201b6fa0edea61c50,1,中标次数少
1008,facb31f91a8c9170dd0ecf3b4b0d8202,1,中标次数少
1009,8ae48162807ac5417e557d268aa9616e,43,中标次数多
1010,e91dc17954333e4abc7714f964581d7a,1,中标次数少
1011,83cb39af7eb3ea4cf906e6dc36d83695,6,中标次数中等
1012,d863a8cc312aef04a302252f1a10a667,2,中标次数少
1013,d43be1bf6caa48183fef7f2d297fc514,1,中标次数少
1014,b0c50eac590a4fd73bc2821714f8b3db,1,中标次数少
1015,abd7927d2be543920d60bfd28e1d004f,2,中标次数少
1016,0062d7d8b27beb7a2c062dbc9c90c9de,3,中标次数少
1017,427d75714db87d2c8761f140e78cf121,2,中标次数少
1018,266b7bcf55e7c80e79cfd56be862b0b0,1,中标次数少
1019,65017889911d6de8bf5567bc017c0a3a,1,中标次数少
1020,270de4cf7a1de8f6dff1af3c358e407e,1,中标次数少
1021,0667176faa0f9a27ca7e29876cc866bd,11,中标次数中等
1022,634bfea0bdb8b24220bcb853e4241a2b,1,中标次数少
1023,4ca4a13906fdc5a48c08df1d5d996a7c,2,中标次数少
1024,9700fbe810cba5f0dfc45b85bf297c02,7,中标次数中等
1025,70d81721fbcd67c388852f1fc206404f,5,中标次数中等
1026,1051825677c32b7423cd3fc549ce8256,6,中标次数中等
1027,b4d46de8f19d4a316be63a8691898fd8,8,中标次数中等
1028,3b2d2b1bf5d5b574c3a20550aa2e8d76,2,中标次数少
1029,dee7792ebaf70f12cd25ddf3f9aebdd3,1,中标次数少
1030,72a4f7d6929c7c7cb8c2d5a92b1f3145,2,中标次数少
1031,165d1aeda70e6b45055d589538651586,1,中标次数少
1032,74ae9d9e079d778911b151382489d583,3,中标次数少
1033,40cd1fbecda49472996aefe0c3c0f2ce,1,中标次数少
1034,392335f53569afffaca8797cf0952e44,1,中标次数少
1035,462c8cff3fe3945a22df1dce1836a4bc,1,中标次数少
1036,c5faaa772b55b96e72a2f31c2e26ac06,1,中标次数少
1037,c6bbbe80f357755c71ac04322d4075d4,1,中标次数少
1038,27a052118609c039550d331705b333c2,1,中标次数少
1039,9ceff2ac0e26cb5b33ca42fa3f401f04,4,中标次数少
1040,0412c6f3f242bda4864a64bae668b55f,3,中标次数少
1041,9532ecd76d03daeca4dfd15c02d99245,1,中标次数少
1042,8099bffd74a15d923ad5b613b944dac2,9,中标次数中等
1043,172ec97c14ae11dd5c2d210be27b75b2,4,中标次数少
1044,4109df4c6b2c3fa66952afb8328fd79d,2,中标次数少
1045,2f4091d445624cc77becdd048c5a1563,1,中标次数少
1046,238f531dd17616c92ba8f88c9d906380,1,中标次数少
1047,824c6472429fc1595ec6462ca788f648,1,中标次数少
1048,19a10913b614b6a3271dc6b167b1a943,1,中标次数少
1049,038b10cc6da6e75b444c918cec44ed53,4,中标次数少
1050,96231242a73e1937bedd9bda8eb690f6,1,中标次数少
1051,bba038d7814e2dbf811781119b54d987,2,中标次数少
1052,242ba803900e28f7089bf6b69379a099,1,中标次数少
1053,6f62010092df52723461759b1927aa19,17,中标次数中等
1054,2f6c2041dfcd210c7d1cafa677aef8ef,1,中标次数少
1055,033eeda86344362efce73e41c537d005,1,中标次数少
1056,5a523fe6c96ac52c787cfaba967d278f,5,中标次数中等
1057,9c8caed25bb7670235c9d3b6ece332e5,1,中标次数少
1058,ed3d1ec1f27bcd1bec9636bb41dc16b9,1,中标次数少
1059,e513ba5deeb0c0b93acdf8a4437a76d3,3,中标次数少
1060,3f7dd4e5ec54eb8b7a999905a0b2f8f8,6,中标次数中等
1061,9dcce7f7a87a8b4302e3d61177f8e500,1,中标次数少
1062,41ba8799db46669d96f41c24ac005c26,1,中标次数少
1063,75fbaa9ca661708e892c5420709283d6,2,中标次数少
1064,6574f85f42ef1ddca163e4c6d3b583a3,1,中标次数少
1065,b2f2ff064f58ae9c256f084fe29ad11d,1,中标次数少
1066,05fb3aa632598974fd4eb4e6d5eda627,3,中标次数少
1067,d40e1bef0970f28bfc3044a9627a89f9,1,中标次数少
1068,af9c04849057cadc9fd97ea6d14d1626,1,中标次数少
1069,bd7bc58b98a850158c7ad684a3bc67ac,2,中标次数少
1070,6224ffe1a59f7a791c48c965cf5b88b1,1,中标次数少
1071,b0c287c26be8ee39aed5c2a226baf70f,2,中标次数少
1072,742e346fd4dd479ad122886d5d0a723a,1,中标次数少
1073,394c6d5a0f1c1de31878745c2400798d,1,中标次数少
1074,3880d0e39268471f685629dc6442b9b3,3,中标次数少
1075,0a17e9f37fdb36637c4eadc7ee223dac,1,中标次数少
1076,dd5d55e676d0e2336bc3313629b4a5c3,1,中标次数少
1077,686bf50b2d0aec46d1cdcfa431cef473,1,中标次数少
1078,83cc636d5fdf3ba23f7d7f2ca585f6ad,3,中标次数少
1079,420da8cf1ded839f532013485064cc0b,7,中标次数中等
1080,6f51c57c742064aeee1c8b9d66df8505,4,中标次数少
1081,027a47c35e92afe3a284f521d6bb6117,2,中标次数少
1082,02061065cf5850b91453eb3eb461bce0,3,中标次数少
1083,5d468dcbdfef0fbaff3bdb44e79a6f72,1,中标次数少
1084,5fe33d2225be73b8c74d9201fdf72cc4,1,中标次数少
1085,17cf76b8665a73f13465805b570af366,1,中标次数少
1086,b5353db8ee8e8dcc07e11ae17c82a60a,1,中标次数少
1087,1a8f1e03c107d05bd3d5255a4cd1a034,2,中标次数少
1088,1b65ad78e85b0e40d0efd2ab5b0c4c2b,10,中标次数中等
1089,9dd90f5343e36fb8ac0a334bdce83cbe,4,中标次数少
1090,2c5a28427324d81ae5a9e88a9175f0bf,1,中标次数少
1091,2024bb802bf288c3109c03d765fac269,2,中标次数少
1092,f9326e8011135a0cce4d8fdfecbb594e,2,中标次数少
1093,1124dd87f372080e1e796519470f203f,1,中标次数少
1094,9ac69247dc429b7704dcdb1af5fdaae4,1,中标次数少
1095,3f42a97db21941e5033b7ae054dfaa79,12,中标次数中等
1096,d5a3ca5e176c45407d011ddbb8e0bb77,4,中标次数少
1097,d0b0c9c1acddd3a58a257087a58df683,1,中标次数少
1098,c73115860a42f67322463841c8d6f0e5,3,中标次数少
1099,0be58066d464e0f707af96e00ec64c9f,1,中标次数少
1100,2916d8090109131245ac7be29e5230ae,2,中标次数少
1101,b2406175477c6b62eb348e497a8037af,3,中标次数少
1102,4e889a969ec721631b70b31abd3e5344,3,中标次数少
1103,8dec0d45e0ce4291c1440bc2911e501a,1,中标次数少
1104,df2d8b50496d03b96f0e8014840cb6d7,4,中标次数少
1105,06766fdd31ddc204df6b7bbc30fd8b62,1,中标次数少
1106,684976c2693f3d6655b22356ba97ab7c,2,中标次数少
1107,86cd399ffd42a69bca8d9f302fa7ba4c,1,中标次数少
1108,3f836433f16251b3120fcdf9f8823c04,2,中标次数少
1109,80ee84965e6868637d2765b3c1f508d1,1,中标次数少
1110,e1e1d3f39b287d8c23a682795deff29d,7,中标次数中等
1111,81f025c277643d0335b7beefe316e9f2,1,中标次数少
1112,76541b8c7cedcb8edeec6a55676dc2a0,2,中标次数少
1113,6233410dcdbba98d0db3c0d447e0e567,1,中标次数少
1114,e30cb714efe2ece7bc6b4f14005d7e05,1,中标次数少
1115,107757a144c4571413321096bcbfef7f,1,中标次数少
1116,ea6f6282261e11da205a406ac0d0fadc,1,中标次数少
1117,4f1018ba470e23484a0d011f2621d6be,1,中标次数少
1118,c5609ca6e726e67d83d900a2cfc686d3,2,中标次数少
1119,05498fc9dbb696adbad03865daeecdf9,1,中标次数少
1120,5ad8f9db64f1b745bbde1edc44d934d9,2,中标次数少
1121,e50be359439fac1f146f312e69bd8f74,1,中标次数少
1122,01adac5e4fedf93c9c1dd18b5c80fa47,8,中标次数中等
1123,490bbb9076e907b2ae045c75e0adc2e2,6,中标次数中等
1124,a686beef61f42d60efc19fe306021f9a,1,中标次数少
1125,cdd721c6639f096116eee649adde4f50,1,中标次数少
1126,61a88be7973c0b19feb1a3811d43305e,2,中标次数少
1127,a19ad6ba08794f5ef0fd2d3d8b78ba62,1,中标次数少
1128,4aa9ad3f5e0860e5f7612a318248b367,4,中标次数少
1129,036faa448c160ee7735eccd00c4c370e,1,中标次数少
1130,7b8ee176920613251ff0b343b3ec4788,1,中标次数少
1131,77255a05b164ce12f02d664fcdd8797b,2,中标次数少
1132,f3465ad7c07282bd2fbe6070fafebde6,4,中标次数少
1133,cf55a01d91d4132231fb7565a3fb8c2e,1,中标次数少
1134,d4245afe3b4948834281617ec3e49655,1,中标次数少
1135,299b8a543f78bb75b16481a67d7af15b,2,中标次数少
1136,a2e9605de443f9dfa8a78455c6de728b,2,中标次数少
1137,67c505814bc2bae0bb432b138b5a8e08,2,中标次数少
1138,56556aa0fe413fea0eb82359821d503c,13,中标次数中等
1139,3db513661e23743e2e1b616ecf8eca09,1,中标次数少
1140,098104185a419a4451845dedfd97a563,7,中标次数中等
1141,ae1d5b077a8073e151f9aba6770a6578,1,中标次数少
1142,ffacd86c2042baea7e48f042c9819330,4,中标次数少
1143,296d832204e8f9c7388d749d1e1fb42c,1,中标次数少
1144,acec06af720ace86e4f37fb4428419ee,1,中标次数少
1145,0206d7a95d77653504d6f663e1f3a488,2,中标次数少
1146,932071a8c77afd9cdc1872e1b3e23449,2,中标次数少
1147,19f9d85e92134b7e6179add79e6d82d1,3,中标次数少
1148,fd043dfc9c31f95c002da2f1dee648c3,8,中标次数中等
1149,5589f815e09a4e12a2a2667fa8e89d52,1,中标次数少
1150,99f507958a4c5dd7965d5492a0278602,12,中标次数中等
1151,23e15582a5b69ce9b168c32d655a8274,1,中标次数少
1152,f38bc8b4c0e60cbb4e0ddc08ffcd0232,1,中标次数少
1153,fa8509598e736f3aae7e0d27cae838cb,1,中标次数少
1154,0fa902f6ba6d6e1764c94855899ce285,20,中标次数多
1155,e734b8bcd159e076f2820ed610c86923,1,中标次数少
1156,a7f8d06cbab38a3d9b8bf522d307d280,1,中标次数少
1157,3de155586d50d4e3127f216a908e1cc3,1,中标次数少
1158,2393d4e4bbb654a7a62b254cc3808599,1,中标次数少
1159,0021fd05a19fe0abb2a0e2af3a052b9a,4,中标次数少
1160,b398a29be9d2d51c890bf514c0614528,2,中标次数少
1161,c4b63ebd70e9af399ebf074bb8fc6821,1,中标次数少
1162,dbd65cde6e9d38cb736479300a513531,1,中标次数少
1163,3011deac7d3424b0f756613efc432fe5,1,中标次数少
1164,a9e471da6f52ba9a34bcfbc70bad68db,1,中标次数少
1165,3d55783b0a870031e5ef074b79bfd183,1,中标次数少
1166,9112850f8293f640beb79f7a8699bb0e,1,中标次数少
1167,d0deba9ddf7bece7b717fc43c1bda79c,26,中标次数多
1168,eabf7d8f4cc4740c9389106da2325710,1,中标次数少
1169,04bf0a44f58e5558d3ec8f289ac0958b,7,中标次数中等
1170,e733d36bb7e61c33def90389db64ef8f,1,中标次数少
1171,5578c948025fadc6089c031c984fb958,1,中标次数少
1172,2ebcf288f69aaadd00249887256b5b7c,1,中标次数少
1173,193bcd6047b2143be6e7675f063a8756,3,中标次数少
1174,e85a72b9973a0dc188b187ee52cc8128,1,中标次数少
1175,b450b4c869bbeeda83183165cb4dcdeb,3,中标次数少
1176,d16e6ca3f7433e05b1df22edcbe545c1,1,中标次数少
1177,f8893a5dcf066368a804ae5ba9fe3739,1,中标次数少
1178,03d2700df667fd83a0ad3ca8171fdc4d,1,中标次数少
1179,b9a1d5ebcdeb631eb028c3a07e03d59a,1,中标次数少
1180,3f18aea8fe53cd157a9ac367c3392e3f,4,中标次数少
1181,78c8706b45952d753f3b30620eeb5ee8,1,中标次数少
1182,9062fd5e8d10c0d4c557bb993c690ede,1,中标次数少
1183,152ab0e9da2dd096a7c8f0204903c353,2,中标次数少
1184,ddd1277ab39cae6385b0af36511b0649,2,中标次数少
1185,c3e860429636fd39a6fd829cf7eccdae,2,中标次数少
1186,84b89ad939b28db62f2cb18eea4a1f39,5,中标次数中等
1187,e767c8159aec664ba321a67ee660c601,1,中标次数少
1188,7da9b5ef61dbd01bb33e3fb2d3a48418,1,中标次数少
1189,86fba6b15e4462ea3761f0e32792afad,1,中标次数少
1190,aafff39fce1af377111d9e2965d88e68,4,中标次数少
1191,f6a5429a389377df7b98d8c0e3404558,4,中标次数少
1192,820ca9d6f0a3e76bb0b352f47e4b9789,1,中标次数少
1193,61044400480d1e494043f8436e85c6ec,1,中标次数少
1194,42aac80db34cf43f7c27815a4e0db2ad,11,中标次数中等
1195,6cce75319cc2534b4d632aa40ca4bbe9,1,中标次数少
1196,f1691817cc697525f54bd0693dc66bbe,1,中标次数少
1197,2fb2dd7dbb0bea9f5382d4751dfaea09,1,中标次数少
1198,7ecb0d3a35bb6274676c2522f7cd11c7,3,中标次数少
1199,c21127bf5ee60d2d0e3973263d934ad1,2,中标次数少
1200,09b5cd1c04f63e031f6a20f542e13673,1,中标次数少
1201,a025ff9e7907ee2680f2976d05778faa,1,中标次数少
1202,b26a8b9574e2718b6997ebdc8e5bc98b,1,中标次数少
1203,d006e5065e83f8d59c9f918a4bcd3d4d,20,中标次数多
1204,915959cbef70ccec8fa21588d3508729,1,中标次数少
1205,bd9089d6f60497dde6e52a1dc43e26f8,4,中标次数少
1206,18388c1ae9703aabc71adbc6c64efc54,1,中标次数少
1207,2aac1aa53a4e0011640d00698e683cf5,2,中标次数少
1208,1c19879ce594bf02bccd75d7862e6fbe,6,中标次数中等
1209,65d46344f4695cc55041af6dd20afb20,3,中标次数少
1210,91c9f0c1f6b399394545e16ba60685ef,2,中标次数少
1211,3963b3ea7554a382764d4b4d35fa6704,6,中标次数中等
1212,420ea6cbb14c40bd34b2d9c4043e73a1,1,中标次数少
1213,5b9fe1dd2d0259496a26b7a243498825,1,中标次数少
1214,bd2665e701722eb55cfc508376839b68,2,中标次数少
1215,673d4ea9be55a0490b0859bcba6ec5a9,1,中标次数少
1216,cd124a09db7a4b71c0a246a651239f05,6,中标次数中等
1217,67f7c3c000ddfe72a2060ad47ea927a3,2,中标次数少
1218,af8657b245e040a409ef4f85eca5bf01,1,中标次数少
1219,116bf89ffde61903de99bc565a36b7aa,1,中标次数少
1220,01f28acdaa74e707adf64c6f7e0d5e1d,5,中标次数中等
1221,09bdd0098f5a2e3e3eb4d9942319331e,1,中标次数少
1222,e40c04f317fa13c2c605e7e41f8c2e40,4,中标次数少
1223,64dce7ec5a0a8dc07eaffd1868716379,1,中标次数少
1224,5b5d4ca12fa6ce1f36b4cc7b2e004e1e,10,中标次数中等
1225,7d3caf4234c573629a7c82443acbc1dc,3,中标次数少
1226,73fd5fadae1270103f320ff3e92d7dd1,2,中标次数少
1227,ef34ccd9ee920afbe7dee4c8a4307fb6,2,中标次数少
1228,b5772216cc1ce19838aefac8bf83d85c,1,中标次数少
1229,1ea14442b265b1fb2898569c31ce1ed3,1,中标次数少
1230,f1b42edf9c2bfb2021426fc92cc80ee3,1,中标次数少
1231,df7d531737d275d1e54bc29605b940c2,3,中标次数少
1232,d9f3c2de7f41c28be54f17841a4afda8,1,中标次数少
1233,767ecc7bbf1c221d96560b968ae9208e,1,中标次数少
1234,45125de416f5e0153e31288be73e08bd,1,中标次数少
1235,0508ceda45e4adf45249d6c0ef741eab,2,中标次数少
1236,698496355ad7d0e6988cd315b4f6f479,1,中标次数少
1237,e7290feb735f27ab66b79f2581e11326,1,中标次数少
1238,fa11830772ab11fb9faa43b8684a77cf,2,中标次数少
1239,82cf1be9bd08ae792b65625151eead6a,4,中标次数少
1240,9e5ef3761b9b8ece2f9236aa3fe1d4c2,3,中标次数少
1241,32431b73cc27c0acf573ee56765b7d4b,1,中标次数少
1242,ee6f49f6c26a7660fc911017c186975e,1,中标次数少
1243,7f2a135cba7f93f0b77dbd12be7c8264,1,中标次数少
1244,9bb2aba2b26c4548ea9336cd63616fc5,1,中标次数少
1245,221eb24442901fe7a3abbcdf0be6e27e,1,中标次数少
1246,95a171b455e2f79db371af57af6851a6,6,中标次数中等
1247,026d888872589614dbfb55117da353c8,1,中标次数少
1248,8c32af8e25a9f91e2bbdcf7c186908ca,3,中标次数少
1249,577e6dccfcfd795850e0e0a1d95fce9c,1,中标次数少
1250,323d006dc1bd5131454c282d76f9c3f2,1,中标次数少
1251,260749cf2d625a728ebc4db94eece405,3,中标次数少
1252,884dfe3dc775ebef2163ab236416c0ff,1,中标次数少
1253,8e14d6531ceaba5073c2e3337069ce19,1,中标次数少
1254,0006990cefcbcc06df65c077916f255d,1,中标次数少
1255,844be2d122c3ee88c52a9abf8a670961,4,中标次数少
1256,d5b797c4e2e9a2b3336c45316d99ab78,1,中标次数少
1257,72103b19cc3b8d76d5c074242b1fb38b,1,中标次数少
1258,326880eab94cd9c0603f5d530a2a3a11,1,中标次数少
1259,aaf602cfac03b5d42d3f5821f27fbfd2,3,中标次数少
1260,3e2d1938eb2b8014568c33375e7ee111,2,中标次数少
1261,34fe9f09bc165035a5cbcc30f193ac95,1,中标次数少
1262,0f7c715cb9fc816ebfb9866127f8954f,2,中标次数少
1263,b478d13bc749c2b92d3f2cff91c8cd62,5,中标次数中等
1264,1e52b9caf2ae840e80607ce1c8264a63,1,中标次数少
1265,82edb8adaef1901d3a450eeb150f36b3,1,中标次数少
1266,26dc8dfc2934e704bdc58d574c692fe8,3,中标次数少
1267,f99d4ecaade8108e3ca898a9916c3a26,1,中标次数少
1268,bd47ccf9f0ada54290c39d1651ee40b8,1,中标次数少
1269,a2edea3708e71061fdf9b64ef016cb5c,3,中标次数少
1270,fec27eba49e64629adea0c8d1f1ad685,2,中标次数少
1271,fccf6483b6299fe880d06fe595058d33,1,中标次数少
1272,f0428939c38adee418ce3b58052baf6e,1,中标次数少
1273,39a7ba59c3732fa738375e7dde836b9f,2,中标次数少
1274,269aad4c28bf799b671c0087383fa8ac,2,中标次数少
1275,c594de052d6ac8c0c1c27b95f4b6da47,1,中标次数少
1276,161236e945282233526004780d0015fd,1,中标次数少
1277,213ecc87ccdbeb4ad973184a78da5953,5,中标次数中等
1278,55230fed686c2a1c1c57358ffb71bd52,2,中标次数少
1279,330cbcd5428a59a9df23748d6707af5f,7,中标次数中等
1280,69c5f36814ed7319135b14372caa486b,3,中标次数少
1281,b32a7574e41ba3c53a3d4e7b8d60cd37,2,中标次数少
1282,83e28f53df47ba5b0aea50f29c7ca7dd,2,中标次数少
1283,094df0a29a06a0f053196e9eed50bffa,3,中标次数少
1284,826374175c206f77eea4a05b2758c46b,3,中标次数少
1285,ef392925f8e1f76c9e2afac986a038ef,1,中标次数少
1286,7deb563ff866814648572977d89ed09d,2,中标次数少
1287,1a45a678780b4059aeaf0a9e075b3707,1,中标次数少
1288,aaa45b54c5a8f4bf131e150cd5e7bfdb,4,中标次数少
